Year,Month,Day,Hour,TimeOfDay,HTTP_MethodNum,RequestFrequencyPerDay,RequestFrequencyPerHour,EndsWith_FileExt,ErrorCode_FreqPerHour,Suspicious_Endpoint,SpecialCharsCount,SQLInjection,XSSInjection,PHPInjection,DirectoryTraversal,SensitiveFile,Class
2024,8,2,7,2,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,3
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,8,2,7,2,1,43,43,1,43,1,5,0,0,1,0,1,6
2024,8,4,8,2,1,726,726,1,613,1,7,0,1,0,0,0,2
2024,7,12,10,2,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,3
2024,8,4,8,2,1,726,726,0,613,1,18,0,0,0,1,0,4
2024,8,4,8,2,1,726,726,1,613,1,1,0,0,0,0,0,3
2024,7,12,10,2,1,43,43,1,43,1,6,0,0,1,0,1,6
2024,8,4,8,2,1,726,726,0,613,1,7,0,0,1,0,0,2
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,3
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,1,0,1,5
2024,8,4,8,2,1,726,726,0,613,1,6,0,0,1,0,0,2
2024,8,1,2,1,1,6,6,0,0,0,15,0,0,0,0,0,1
2024,7,12,10,2,1,43,43,1,43,1,5,0,0,1,0,1,6
2024,8,1,2,1,1,21,15,0,0,0,10,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,1,0,1,3
2024,8,4,8,2,2,726,726,0,613,1,7,0,0,1,0,0,2
2024,8,3,17,2,1,2,2,1,2,1,2,0,0,1,0,1,5
2024,8,4,8,2,1,726,726,0,613,1,9,0,0,1,0,0,2
2024,8,2,19,3,1,1,1,0,1,1,2,0,0,0,0,0,6
2024,8,1,2,1,1,21,15,0,0,0,4,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,0,613,1,1,0,0,0,0,0,5
2024,8,2,8,2,1,43,43,1,43,1,6,0,0,1,0,1,6
2024,8,4,8,2,2,726,726,0,613,1,80,0,0,0,0,0,2
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,1,0,1,2
2024,8,4,8,2,1,726,726,0,613,1,18,0,0,0,1,0,4
2024,8,1,2,1,1,2,2,0,0,0,3,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,2
2024,8,4,8,2,1,726,726,0,613,1,6,0,0,0,0,0,3
2024,8,4,8,2,1,726,726,0,613,1,8,0,0,1,0,0,2
2024,8,4,8,2,1,726,726,0,613,1,15,0,1,1,0,0,2
2024,8,1,11,2,1,44,44,1,44,1,8,0,0,1,0,1,6
2024,8,3,19,3,1,1,1,0,1,1,5,0,0,0,0,0,2
2024,8,2,21,3,1,1,1,0,1,1,1,0,0,0,0,0,6
2024,8,1,20,3,1,1,1,1,1,0,2,0,0,0,0,0,5
2024,8,1,2,1,1,8,8,0,0,0,5,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,1,613,1,3,0,0,0,0,0,3
2024,8,4,8,2,1,726,726,1,613,1,4,0,0,0,0,1,3
2024,8,1,20,3,1,1,1,1,1,1,2,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,8,2,7,2,1,43,43,1,43,1,5,0,0,1,0,1,6
2024,7,12,10,2,1,43,43,1,43,1,4,0,0,1,0,1,6
2024,8,4,8,2,1,726,726,1,613,1,4,0,0,0,0,1,3
2024,8,1,2,1,1,6,6,1,0,0,5,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,1,613,1,4,0,0,0,0,0,3
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,1,613,1,3,0,0,1,0,1,3
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,7,12,4,1,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,8,1,2,1,1,12,11,0,0,0,4,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,0,613,1,12,0,1,0,0,0,2
2024,8,4,8,2,1,726,726,0,613,1,9,0,0,1,0,0,2
2024,8,4,8,2,2,726,726,0,613,1,7,0,0,1,0,0,2
2024,8,4,8,2,1,726,726,0,613,1,4,0,0,0,0,1,5
2024,8,1,2,1,1,14,14,0,0,0,20,0,0,0,0,0,1
2024,8,2,7,2,1,43,43,0,43,1,19,0,0,1,0,0,2
2024,8,2,8,2,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,7,12,10,2,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,8,4,8,2,1,726,726,0,613,1,14,0,0,0,1,0,4
2024,8,4,8,2,1,726,726,1,613,1,4,0,0,0,0,0,6
2024,8,4,8,2,1,726,726,1,613,1,4,0,0,0,0,0,3
2024,8,4,8,2,1,726,726,0,613,1,9,0,0,1,0,0,2
2024,8,1,2,1,1,3,3,0,0,0,3,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,1,613,1,3,0,0,1,0,1,3
2024,8,1,2,1,1,6,6,0,0,0,6,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,1,613,1,3,0,0,1,0,1,5
2024,8,1,2,1,1,1,1,0,1,1,2,0,0,0,0,0,6
2024,8,1,5,1,1,1,1,0,0,0,2,0,0,0,0,0,1
2024,7,12,10,2,1,43,43,1,43,1,6,0,0,1,0,1,6
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,8,1,2,1,1,1,1,1,0,0,5,0,0,0,0,0,1
2024,8,2,8,2,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,8,2,8,2,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,8,4,8,2,1,726,726,0,613,1,6,0,0,1,0,0,2
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,0,613,1,10,0,0,1,0,0,2
2024,8,4,8,2,1,726,726,0,613,1,7,0,1,0,0,0,2
2024,8,4,8,2,1,726,726,1,613,1,1,0,0,0,0,0,3
2024,8,1,18,3,1,15,15,1,0,0,4,0,0,0,0,0,1
2024,8,1,11,2,1,44,44,1,44,1,9,0,0,1,0,1,6
2024,8,2,9,2,1,8,8,0,0,0,4,0,0,0,0,0,1
2024,8,2,8,2,1,43,43,1,43,1,4,0,0,1,0,1,6
2024,8,1,2,1,1,2,2,0,0,0,3,0,0,0,0,0,1
2024,8,2,18,3,1,3,3,1,3,1,1,0,0,1,0,1,5
2024,8,4,8,2,1,726,726,0,613,1,11,0,1,0,0,0,2
2024,8,4,8,2,1,726,726,0,613,1,3,0,0,0,0,0,2
2024,7,12,4,1,1,43,43,1,43,1,6,0,0,1,0,1,6
2024,8,2,9,2,1,8,8,0,0,0,4,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,1,613,1,3,0,0,0,0,0,3
2024,7,12,10,2,1,43,43,0,43,1,11,0,0,1,1,0,4
2024,8,4,8,2,2,726,726,0,613,1,80,0,0,0,0,0,2
2024,7,12,7,2,1,1,1,1,1,1,4,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,0,613,1,20,0,0,0,1,0,4
2024,8,4,8,2,1,726,726,0,613,1,14,0,0,1,1,0,4
2024,8,1,11,2,1,44,44,1,44,1,6,0,0,1,0,1,6
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,7,12,10,2,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,8,1,13,2,1,9,9,1,0,0,5,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,1,613,1,1,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,0,613,1,9,0,1,1,0,0,2
2024,8,4,8,2,1,726,726,1,613,1,9,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,3
2024,8,4,8,2,1,726,726,0,613,1,9,0,1,1,0,0,2
2024,8,1,2,1,1,21,15,0,0,0,4,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,0,613,1,4,0,0,0,0,0,3
2024,8,4,8,2,1,726,726,1,613,1,1,0,0,0,0,0,5
2024,7,12,4,1,1,43,43,1,43,1,4,0,0,1,0,1,6
2024,8,4,8,2,1,726,726,0,613,1,9,0,1,1,0,0,2
2024,8,4,8,2,1,726,726,1,613,1,1,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,0,613,1,14,0,0,0,1,0,4
2024,8,2,9,2,1,9,4,0,4,1,3,0,0,0,0,1,5
2024,7,12,10,2,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,8,4,6,2,2,6,6,0,6,1,52,0,0,0,0,0,4
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,0,613,1,14,0,0,0,1,0,4
2024,8,1,2,1,1,8,8,0,0,0,5,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,0,613,1,8,0,0,0,0,0,4
2024,8,4,8,2,1,726,726,0,613,1,6,0,0,0,0,0,3
2024,8,4,8,2,1,726,726,0,613,1,9,0,0,1,0,0,2
2024,8,4,8,2,1,726,726,1,613,1,3,0,0,1,0,1,3
2024,8,1,1,1,1,2,1,0,0,0,4,0,0,0,0,0,1
2024,8,3,16,2,1,2,1,1,1,1,3,0,0,1,0,1,5
2024,8,4,8,2,1,726,726,0,613,1,2,0,0,0,0,0,3
2024,8,4,8,2,1,726,726,1,613,1,7,0,0,0,0,0,5
2024,8,1,2,1,1,4,4,0,0,0,4,0,0,0,0,0,1
2024,8,4,8,2,2,726,726,0,613,1,7,0,0,1,0,0,2
2024,8,1,2,1,3,2,1,0,0,0,3,0,0,0,0,0,1
2024,8,2,8,2,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,7,12,10,2,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,8,1,13,2,1,9,9,0,0,0,4,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,8,1,2,1,2,5,5,0,0,0,5,0,0,0,0,0,1
2024,7,12,10,2,1,43,43,1,43,1,33,0,0,1,1,1,2
2024,8,4,8,2,2,726,726,1,613,1,2,0,0,0,0,0,3
2024,8,1,2,1,2,5,5,0,0,0,5,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,1,613,1,4,0,0,0,0,1,3
2024,8,4,8,2,1,726,726,0,613,1,14,0,1,1,0,0,2
2024,8,4,8,2,1,726,726,1,613,1,1,0,0,0,0,0,5
2024,8,2,7,2,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,8,2,8,2,1,43,43,1,43,1,5,0,0,1,0,1,6
2024,8,1,2,1,1,14,14,0,0,0,4,0,0,0,0,0,1
2024,8,1,3,1,1,5,5,1,5,1,2,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,0,613,1,8,0,0,0,1,0,4
2024,8,2,8,2,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,7,12,4,1,1,43,43,1,43,1,9,0,0,1,0,1,6
2024,8,2,8,2,2,43,43,0,43,1,52,0,0,0,0,0,4
2024,8,4,8,2,1,726,726,1,613,1,3,0,0,0,0,0,5
2024,8,1,2,1,1,14,14,0,0,0,19,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,1,613,1,1,0,0,1,0,1,3
2024,8,4,8,2,1,726,726,1,613,1,3,0,0,1,0,1,5
2024,8,4,8,2,1,726,726,0,613,1,26,0,0,0,1,0,4
2024,8,1,20,3,1,2,1,0,0,0,5,0,0,0,0,0,1
2024,7,12,4,1,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,8,1,22,3,1,1,1,0,0,1,7,0,0,0,0,0,2
2024,8,1,13,2,1,21,1,0,0,0,7,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,0,613,1,7,0,1,0,0,0,2
2024,8,1,11,2,1,44,44,1,44,1,8,0,0,1,0,1,6
2024,7,12,4,1,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,8,4,8,2,1,726,726,1,613,1,4,0,0,0,0,0,3
2024,8,4,8,2,1,726,726,0,613,1,1,0,0,0,0,0,5
2024,8,2,9,2,1,4,3,1,3,1,2,0,0,1,0,1,5
2024,8,4,8,2,1,726,726,0,613,1,14,0,1,1,0,0,2
2024,8,4,8,2,1,726,726,1,613,1,3,0,0,0,0,0,3
2024,8,2,7,2,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,7,12,10,2,1,43,43,1,43,1,6,0,0,1,0,1,6
2024,8,4,8,2,1,726,726,1,613,1,3,0,0,1,0,1,3
2024,8,1,2,1,1,14,14,0,0,0,4,0,0,0,0,0,1
2024,8,2,7,2,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,8,1,2,1,1,12,12,0,0,0,3,0,0,0,0,0,1
2024,8,1,11,2,1,44,44,1,44,1,8,0,0,1,0,1,6
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,0,613,1,2,0,0,0,0,0,3
2024,8,3,17,2,1,2,2,1,2,1,2,0,0,0,0,0,3
2024,8,1,20,3,1,1,1,0,0,0,3,0,0,0,0,0,1
2024,8,1,11,2,1,44,44,1,44,1,8,0,0,1,0,1,6
2024,8,3,4,1,2,6,6,0,6,1,52,0,0,0,0,0,4
2024,8,4,8,2,1,726,726,0,613,1,9,0,0,1,0,0,2
2024,8,2,8,2,1,43,43,1,43,1,5,0,0,1,0,1,6
2024,8,1,2,1,1,7,1,0,1,0,3,0,0,0,0,0,1
2024,8,1,2,1,1,21,15,0,0,0,4,0,0,0,0,0,1
2024,8,1,5,1,1,2,2,0,2,1,3,0,0,0,0,0,6
2024,8,2,8,2,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,8,2,7,2,1,43,43,1,43,1,7,0,0,1,0,1,6
2024,8,4,8,2,1,726,726,0,613,1,7,0,0,1,0,0,2
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,3
2024,8,4,8,2,2,726,726,1,613,1,2,0,0,0,0,0,3
2024,8,4,8,2,1,726,726,0,613,1,14,0,0,0,1,0,4
2024,8,4,6,2,2,6,6,0,6,1,23,0,0,0,1,0,4
2024,8,4,8,2,1,726,726,1,613,0,3,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,0,613,1,20,0,0,0,1,0,4
2024,8,1,13,2,1,4,3,0,3,0,3,0,0,0,0,0,1
2024,8,3,4,1,1,6,6,0,6,1,11,0,0,1,1,0,4
2024,8,4,8,2,1,726,726,0,613,1,4,0,0,0,0,1,5
2024,8,1,18,3,1,15,15,1,0,0,4,0,0,0,0,0,1
2024,7,12,4,1,1,43,43,1,43,1,5,0,0,1,0,1,6
2024,8,4,8,2,1,726,726,1,613,1,4,0,0,0,0,0,3
2024,8,4,8,2,1,726,726,1,613,1,3,0,0,1,0,1,3
2024,8,4,8,2,1,726,726,0,613,1,8,0,0,0,1,0,4
2024,8,4,8,2,2,726,726,1,613,1,2,0,0,0,0,0,3
2024,8,4,8,2,1,726,726,0,613,1,7,0,0,1,0,0,2
2024,8,3,4,1,1,6,6,0,6,1,19,0,0,1,0,0,2
2024,8,4,8,2,1,726,726,0,613,1,8,0,0,0,1,0,4
2024,8,4,8,2,1,726,726,0,613,1,8,0,1,1,0,0,2
2024,8,2,8,2,1,9,5,0,5,1,3,0,0,0,0,1,5
2024,8,4,8,2,1,726,726,0,613,1,10,0,1,1,0,0,2
2024,8,4,8,2,1,726,726,0,613,1,3,0,0,0,0,0,5
2024,8,1,18,3,1,15,15,1,0,0,4,0,0,0,0,0,1
2024,8,1,2,1,2,1,1,0,0,0,7,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,0,613,1,2,0,0,0,0,0,3
2024,8,2,8,2,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,8,1,11,2,1,44,44,1,44,1,8,0,0,1,0,1,6
2024,8,4,8,2,1,726,726,0,613,1,8,0,0,0,1,0,4
2024,8,2,5,1,1,1,1,0,1,1,1,0,0,0,0,0,6
2024,8,4,8,2,1,726,726,0,613,1,20,0,0,0,1,0,4
2024,8,2,9,2,1,8,8,0,0,0,4,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,0,613,1,14,0,0,0,1,0,4
2024,8,2,8,2,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,8,4,6,2,1,6,6,0,6,1,18,0,0,1,0,0,2
2024,8,4,8,2,1,726,726,1,613,1,3,0,0,0,0,1,5
2024,8,4,8,2,1,726,726,0,613,1,8,0,0,1,0,0,2
2024,8,1,11,2,1,44,44,1,44,1,8,0,0,1,0,1,6
2024,8,4,8,2,1,726,726,0,613,1,9,0,0,1,0,0,2
2024,8,4,8,2,1,726,726,1,613,1,4,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,3
2024,8,1,2,1,2,6,6,0,0,0,3,0,0,0,0,0,1
2024,8,4,8,2,2,726,726,0,613,1,7,0,0,1,0,0,2
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,2
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,3
2024,8,1,5,1,1,10,10,1,0,0,3,0,0,0,0,0,1
2024,8,4,8,2,2,726,726,1,613,1,2,0,0,0,0,0,3
2024,8,4,8,2,1,726,726,1,613,1,7,0,1,0,0,1,2
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,8,1,3,1,1,5,5,0,5,1,3,0,0,1,0,0,6
2024,8,3,14,2,1,2,2,0,2,1,25,0,0,0,0,0,2
2024,8,3,0,1,1,2,1,1,1,1,3,0,0,1,0,1,5
2024,8,1,18,3,1,3,3,0,3,1,3,0,0,0,0,0,6
2024,8,4,8,2,1,726,726,0,613,1,7,0,1,0,0,0,2
2024,8,4,8,2,1,726,726,1,613,1,3,0,0,0,0,0,5
2024,8,1,2,1,3,6,6,0,0,0,4,0,0,0,0,0,1
2024,8,2,17,2,1,2,1,0,1,1,2,0,0,0,0,0,6
2024,8,4,8,2,1,726,726,0,613,1,7,0,1,0,0,0,2
2024,8,1,2,1,1,12,11,0,0,0,4,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,0,613,1,6,0,1,0,0,0,2
2024,8,4,8,2,2,726,726,0,613,1,7,0,0,1,0,0,2
2024,8,1,2,1,1,14,14,0,0,0,4,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,0,613,1,12,0,1,0,0,0,2
2024,8,1,20,3,1,1,1,0,1,1,4,0,0,0,0,0,2
2024,8,1,11,2,1,44,44,1,44,1,5,0,0,1,0,1,6
2024,8,3,19,3,1,3,3,1,3,1,2,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,0,613,1,12,0,1,0,0,0,2
2024,8,1,2,1,1,4,4,0,0,0,11,0,0,0,0,0,1
2024,8,1,18,3,1,15,15,1,0,0,4,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,8,1,2,1,2,3,3,0,0,0,18,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,0,613,1,20,0,0,0,1,0,4
2024,8,1,21,3,1,21,3,0,0,0,7,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,1,613,1,3,0,0,0,0,1,5
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,3
2024,8,4,8,2,1,726,726,0,613,1,5,0,0,1,0,0,2
2024,8,4,12,2,1,1,1,0,1,1,25,0,0,0,0,0,2
2024,8,1,20,3,1,1,1,1,1,0,2,0,0,0,0,0,5
2024,8,1,20,3,1,7,6,0,0,0,4,0,0,0,0,0,1
2024,7,12,4,1,1,43,43,1,43,1,9,0,0,1,0,1,6
2024,8,1,2,1,1,4,4,0,0,0,4,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,0,613,1,8,0,0,0,1,0,4
2024,8,2,8,2,1,9,5,0,5,1,3,0,0,0,0,1,5
2024,8,2,8,2,1,9,5,0,5,1,3,0,0,0,0,1,5
2024,8,4,8,2,1,726,726,0,613,1,20,0,0,0,1,0,4
2024,8,4,8,2,1,726,726,1,613,1,4,0,0,0,0,1,3
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,1,613,1,3,0,0,0,0,1,3
2024,8,4,8,2,2,726,726,0,613,1,80,0,0,0,0,0,2
2024,8,1,11,2,1,44,44,0,44,1,18,0,0,1,0,0,2
2024,8,1,11,2,1,2,2,0,2,1,2,0,0,0,0,0,6
2024,8,1,2,1,1,4,4,0,0,0,11,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,1,613,1,9,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,0,613,1,9,0,0,1,0,0,2
2024,8,4,8,2,1,726,726,0,613,1,11,0,1,0,0,0,2
2024,7,12,10,2,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,8,4,8,2,1,726,726,1,613,1,1,0,0,1,0,1,3
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,3
2024,8,4,8,2,2,726,726,1,613,1,2,0,0,0,0,0,3
2024,8,1,2,1,1,14,14,0,0,0,4,0,0,0,0,0,1
2024,8,2,8,2,1,43,43,1,43,1,5,0,0,1,0,1,6
2024,8,4,8,2,2,726,726,0,613,1,80,0,0,0,0,0,2
2024,8,1,2,1,1,5,5,0,0,0,3,0,0,0,0,0,1
2024,8,2,7,2,1,43,43,1,43,1,8,0,0,1,0,1,6
2024,8,2,8,2,1,43,43,1,43,1,5,0,0,1,0,1,6
2024,8,1,11,2,1,44,44,1,44,1,7,0,0,1,0,1,6
2024,8,4,8,2,1,726,726,0,613,1,5,0,0,0,1,0,4
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,0,613,1,11,0,0,1,0,0,2
2024,8,1,5,1,2,2,2,0,2,1,52,0,0,0,0,0,4
2024,8,4,8,2,1,726,726,0,613,1,11,0,0,1,0,0,2
2024,8,4,8,2,2,726,726,0,613,1,81,0,0,0,0,0,2
2024,8,4,8,2,1,726,726,0,613,1,4,0,0,0,0,0,5
2024,8,2,23,3,1,3,3,1,3,1,7,0,0,1,0,1,6
2024,8,1,2,1,1,8,8,1,0,0,5,0,0,0,0,0,1
2024,7,12,4,1,1,43,43,1,43,1,6,0,0,1,0,1,6
2024,8,4,8,2,1,726,726,1,613,1,1,0,0,1,0,1,3
2024,8,4,8,2,1,726,726,0,613,1,12,0,1,0,0,0,2
2024,8,4,8,2,1,726,726,1,613,1,3,0,0,1,0,1,3
2024,8,4,8,2,1,726,726,0,613,1,9,0,1,1,0,0,2
2024,8,4,8,2,1,726,726,0,613,1,9,0,0,1,0,0,2
2024,8,4,8,2,1,726,726,1,613,1,3,0,0,1,0,1,5
2024,8,4,8,2,1,726,726,1,613,1,1,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,1,613,1,3,0,0,0,0,1,5
2024,8,1,2,1,2,4,2,0,0,0,4,0,0,0,0,0,1
2024,8,1,2,1,1,11,6,0,0,0,10,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,1,3
2024,8,4,8,2,1,726,726,1,613,1,3,0,0,0,0,1,5
2024,8,4,8,2,1,726,726,0,613,1,18,0,0,0,1,0,4
2024,8,4,8,2,1,726,726,0,613,1,14,0,0,1,1,0,4
2024,8,1,2,1,1,4,1,0,0,0,3,0,0,0,0,0,1
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,0,613,1,14,0,0,0,1,0,4
2024,8,4,8,2,1,726,726,1,613,1,2,0,0,0,0,0,5
2024,8,4,8,2,1,726,726,1,613,1,4,0,0,0,0,1,3
2024,8,4,8,2,1,726,726,0,613,1,3,0,0,0,0,1,5
2024,8,1,11,2,1,44,44,1,44,1,8,0,0,1,0,1,6
2024,8,1,20,3,1,7,6,0,0,0,4,0,0,0,0,0,1
